	Row.names	domain	phylum	class	order	family	genus	species	LBT-5	LBT-7	LBT-90	LBT-92	LBT-94	LBT-97	LBT89	LBT96	EPR-BT43	EPR-BT44	EPR-BT50	EPR-BT51	EPR-BT65	EPR-BT66	EPR-BT71
17102	ASV_2539	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17103	ASV_25390	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17104	ASV_25391	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17105	ASV_25392	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17106	ASV_25393	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17107	ASV_25394	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17108	ASV_25395	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17109	ASV_25396	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17110	ASV_25397	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17111	ASV_25398	Bacteria	Patescibacteria	ABY1	Candidatus Komeilibacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17112	ASV_25399	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17113	ASV_254	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2
17114	ASV_2540	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	119	218	219	46	0
17115	ASV_25400	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17116	ASV_25401	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17117	ASV_25402	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17118	ASV_25403	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17119	ASV_25404	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17120	ASV_25405	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17121	ASV_25406	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17122	ASV_25407	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17123	ASV_25408	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17124	ASV_25409	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17125	ASV_2541	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Nitratifractor	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17126	ASV_25410	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17127	ASV_25411	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17128	ASV_25412	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17129	ASV_25413	Bacteria	Elusimicrobiota	Lineage IIc	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17130	ASV_25414	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17131	ASV_25415	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17132	ASV_25416	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17133	ASV_25417	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17134	ASV_25418	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17135	ASV_25419	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17136	ASV_2542	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Euryhalocaulis	NA	0	0	0	3	0	0	0	0	0	2	1	0	4	32	0
17137	ASV_25420	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17138	ASV_25421	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17139	ASV_25422	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17140	ASV_25423	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17141	ASV_25424	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17142	ASV_25425	Bacteria	Patescibacteria	ABY1	Candidatus Komeilibacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17143	ASV_25426	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17144	ASV_25427	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17145	ASV_25428	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17146	ASV_25429	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17147	ASV_2543	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas	NA	0	0	0	0	0	0	0	0	0	0	6	0	7	0	8
17148	ASV_25430	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17149	ASV_25431	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17150	ASV_25432	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_4	Marinicella	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17151	ASV_25433	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17152	ASV_25434	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17153	ASV_25435	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17154	ASV_25436	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17155	ASV_25437	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17156	ASV_25438	Bacteria	Myxococcota	Polyangia	VHS-B4-70	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17157	ASV_25439	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17158	ASV_2544	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	NA	0	0	0	0	0	0	0	0	0	4	4	0	0	19	0
17159	ASV_25440	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17160	ASV_25441	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17161	ASV_25442	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17162	ASV_25443	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17163	ASV_25444	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17164	ASV_25445	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17165	ASV_25446	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17166	ASV_25447	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17167	ASV_25448	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17168	ASV_25449	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17169	ASV_2545	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
17170	ASV_25450	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17171	ASV_25451	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17172	ASV_25452	Bacteria	Patescibacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17173	ASV_25453	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17174	ASV_25454	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17175	ASV_25455	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17176	ASV_25456	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17177	ASV_25457	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17178	ASV_25458	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17179	ASV_25459	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17180	ASV_2546	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Marine Methylotrophic Group 2	NA	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
17181	ASV_25460	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17182	ASV_25461	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17183	ASV_25462	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17184	ASV_25463	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17185	ASV_25464	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17186	ASV_25465	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17187	ASV_25466	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17188	ASV_25467	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17189	ASV_25468	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17190	ASV_25469	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17191	ASV_2547	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	196	0	0	0	0	0	0	5	0
17192	ASV_25470	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17193	ASV_25471	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17194	ASV_25472	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Candidatus Puniceispirillum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17195	ASV_25473	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17196	ASV_25474	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17197	ASV_25475	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17198	ASV_25476	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17199	ASV_25477	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17200	ASV_25478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17201	ASV_25479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17202	ASV_2548	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	6	3	0
17203	ASV_25480	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17204	ASV_25481	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17205	ASV_25482	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17206	ASV_25483	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17207	ASV_25484	Bacteria	Campilobacterota	Desulfurellia	Desulfurellales	Hippeaceae	Hippea	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17208	ASV_25485	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17209	ASV_25486	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17210	ASV_25487	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17211	ASV_25488	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17212	ASV_25489	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17213	ASV_2549	Bacteria	Proteobacteria	Gammaproteobacteria	OM182 clade	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17214	ASV_25490	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17215	ASV_25491	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17216	ASV_25492	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Incertae Sedis	Thiofractor	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17217	ASV_25493	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17218	ASV_25494	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17219	ASV_25495	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17220	ASV_25496	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17221	ASV_25497	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17222	ASV_25498	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116 clade	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17223	ASV_25499	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17224	ASV_255	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum	NA	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2
17225	ASV_2550	Bacteria	RCP2-54	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
17226	ASV_25500	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17227	ASV_25501	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17228	ASV_25502	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17229	ASV_25503	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17230	ASV_25504	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17231	ASV_25505	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17232	ASV_25506	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17233	ASV_25507	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17234	ASV_25508	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17235	ASV_25509	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17236	ASV_2551	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA	0	0	0	0	0	0	0	0	0	185	18	23	204	25	0
17237	ASV_25510	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17238	ASV_25511	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17239	ASV_25512	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17240	ASV_25513	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17241	ASV_25514	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17242	ASV_25515	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17243	ASV_25516	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17244	ASV_25517	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17245	ASV_25518	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17246	ASV_25519	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17247	ASV_2552	NA	NA	NA	NA	NA	NA	NA	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0
17248	ASV_25520	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17249	ASV_25521	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Spongiiferula	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17250	ASV_25522	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17251	ASV_25523	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17252	ASV_25524	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17253	ASV_25525	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17254	ASV_25526	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17255	ASV_25527	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17256	ASV_25528	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17257	ASV_25529	Bacteria	Campilobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Caminibacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17258	ASV_2553	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	NA	0	0	0	0	0	0	0	0	0	0	3	0	0	6	1
17259	ASV_25530	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17260	ASV_25531	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17261	ASV_25532	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17262	ASV_25533	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17263	ASV_25534	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17264	ASV_25535	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17265	ASV_25536	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17266	ASV_25537	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17267	ASV_25538	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17268	ASV_25539	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17269	ASV_2554	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17270	ASV_25540	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17271	ASV_25541	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17272	ASV_25542	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17273	ASV_25543	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17274	ASV_25544	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17275	ASV_25545	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17276	ASV_25546	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17277	ASV_25547	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17278	ASV_25548	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17279	ASV_25549	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17280	ASV_2555	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17281	ASV_25550	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17282	ASV_25551	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17283	ASV_25552	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17284	ASV_25553	Bacteria	Campilobacterota	Campylobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17285	ASV_25554	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17286	ASV_25555	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17287	ASV_25556	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17288	ASV_25557	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17289	ASV_25558	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
